Player Name,Period Name,Period Number,Date,Position Name,Meta Energy (KJ/kg),Total Player Load,Total Distance,Equivalent Distance,AVG MP,Player Load Per Minute,Meterage Per Minute,Equivalent Distance /min,Time Acceleration /minute,Time Deceleration /minute,HSR time/ minute,HSR dist/min,V b4 per minute,HI MP duration >26watt / min,HI MP Distance > 26w/min,HI MP time/min < HSR,HI MP distance/min < HSR,High COD / minute,Active rest/minute,MP Aerobic Running / minute,Total Duration,Acceleration B2-3 Duration (Gen 2),Deceleration B2-3 Duration (Gen 2),Acceleration B2-3 Distance (Gen 2),Deceleration B2-3 Distance (Gen 2),Velocity Band 1 Total Duration,Velocity Band 2 Total Duration,Velocity Band 3 Total Duration,Velocity Band 4 Total Duration,Velocity Band 5 Total Duration,Velocity Band 6 Total Duration,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance,Velocity Band 6 Total Distance,HSR  duration,HSR distance,HI MP Time > 26 watt,HI MP distance > 26w,HI MP  Duration < HSR,HI MP distance < HSR,Tot CoD,Tot Hi CoD,Metabolic Power Band 1 Total Duration,Metabolic Power Band 1 Total Distance,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Velocity Band 6 Total Effort Count,Passive rest/ Minute,Maximum Velocity,Max Acceleration,Max Deceleration,Average Velocity,Velocity Band 6 Avg Effort Duration,Velocity Band 6 Avg Effort Distance,Average Player Load,AVG PL/ minute,Explosive Efforts,Active/Passive Ratio,Max Vel (kh/p),% True Max Vel,Duration (mins),% of Dist,% of HSR,% of Player Load,% of Sprint Dist,% of Exp EFFS,% of Volume,% of Intensity
Gabriel Oksanen,IDP,4,44431,Fullback,3.8,155.4,768.5,906.4,2.8,7.1,34.9,41.2,0.4,0,0,0,0,0,1.9,0.6,1.9,0.3,6.4,2.2,0.015277778,0.000104167,0.000138889,25.9,4.4,0.005833333,0.008668981,0.000763889,0,0,0,6.8,604,157.7,0,0,0,0,0,12.5,40.8,0.000138889,40.8,392.7,19.1,0.0128125,381.1,14,20,0,50.3,4.1,2.9,-3.6,0.6,0,0,155.4,7.1,13,0.127236581,14.76,51.89873418,22,8.02683644,0,14.79359459,0,34.45644236,11.45537468,46.8628964
Logan Oliver,IDP,4,44431,Midfielder,4.1,149.1,932,1050.3,3.1,6.8,42.4,47.7,0.2,0,0,0,0,0,0.5,0.2,0.5,0.2,7.1,3,0.015277778,3.47222E-05,8.10185E-05,9,1.7,0.004513889,0.009884259,0.000868056,0,0,0,10.6,752.5,168.9,0,0,0,0,0,3.3,10.2,3.47222E-05,10.2,387.3,13.6,0.012523148,498.5,4,9,0,49.2,3.2,2.4,-2.3,0.7,0,0,149.1,6.8,6,0.144308943,11.52,38.0952381,22,9.129283584,0,12.78643239,0,20.38098464,8.459340124,34.60639142
CJ Olney,IDP,4,44431,Midfielder,4.8,124.1,968.5,1105.9,3.6,5.6,44,50.3,0.4,0,0,0,0.2,0,3.3,0.9,3.3,0.3,7.9,2.9,0.015277778,9.25926E-05,9.25926E-05,31.7,4.1,0.004236111,0.009571759,0.001400463,5.78704E-05,0,0,9.5,605.6,330.9,22.1,0,0,0,0,19,73.2,0.000219907,73.2,174.5,19.1,0.012094907,395.9,15,15,0,47.5,4.9,3.5,-3,0.7,0,0,124.1,5.6,11,0.166315789,17.64,56.847845,22,9.180053265,0,12.78114958,0,40.38395792,12.46903215,51.00967699
Alex Perez,IDP,4,44431,Midfielder,4.6,124.7,958.1,1050.6,3.4,5.7,43.5,47.8,0.5,0,0,0,0.2,0,1.9,0.5,1.9,0.4,10.4,3.8,0.015277778,0.000127315,0,15.3,0.3,0.00587963,0.007673611,0.001643519,4.62963E-05,0,0,13.8,574.5,351.5,18.2,0,0,0,0,11.1,41.8,0.000127315,41.8,259.1,21.8,0.011400463,313.1,8,2,0,44.8,5.2,2.8,-2.1,0.7,0,0,124.7,5.7,16,0.232142857,18.72,66.66666667,22,8.863261707,0,11.84999353,0,47.43723261,13.63009757,55.75949006
Devon Stopek,IDP,4,44431,Center Back,4.2,147.2,879.3,983.3,3.2,6.7,40,44.7,0.3,0,0,0,0,0,1.2,0.4,1.2,0.3,7.6,2.6,0.015277778,6.94444E-05,4.62963E-05,18.8,2.9,0.00431713,0.009976852,0.000960648,0,0,0,11,674.1,194.2,0,0,0,0,0,8.1,26.6,9.25926E-05,26.6,370.9,16.4,0.012488426,441.9,18,17,0,49,4,2.9,-3.2,0.7,0,0,147.2,6.7,9,0.155102041,14.4,47.05882353,22,9.082016305,0,15.81169824,0,32.69497863,11.51773864,47.11802169
Noe Uwimana,IDP,4,44431,Fullback,4.1,123.6,881.6,959.9,3.1,5.6,40.1,43.6,0.1,0,0,0,0,0,0.6,0.2,0.6,0.2,10,2.7,0.015277778,1.15741E-05,0,6,0.5,0.004953704,0.009398148,0.000914352,0,0,0,8.7,679.9,192.9,0,0,0,0,0,3.6,12.8,3.47222E-05,12.8,210,10.9,0.011898148,377.2,4,5,0,46.7,4,2.6,-2.9,0.7,0,0,123.6,5.6,5,0.214132762,14.4,43.95604396,22,8.43116105,0,9.554626727,0,10.46677859,5.690513274,23.27937248
Gavin Wetzel,IDP,4,44431,Center Back,3.9,137.3,819.3,926.9,2.9,6.2,37.2,42.1,0.2,0.1,0,0,0,0,1.1,0.3,1.1,0.1,8.2,2.8,0.015277778,5.78704E-05,5.78704E-05,15.8,2.8,0.006076389,0.008217593,0.000972222,0,0,0,11,609.3,199,0,0,0,0,0,7.4,24.3,8.10185E-05,24.3,321.8,5.5,0.012268519,346.8,10,13,0,48.2,3.9,2.5,-3.1,0.6,0,0,137.3,6.2,4,0.170124481,14.04,42.85714286,22,8.959989917,0,15.12015784,0,19.59303882,8.734637315,35.7326072
Dominic Wilson,IDP,4,44431,Forward,3.6,101.7,760.8,836.5,2.7,4.6,34.6,38,0.2,0,0,0,0.1,0,1.6,0.4,1.6,0,6.3,2.5,0.015277778,3.47222E-05,8.10185E-05,11.7,1,0.006180556,0.008043981,0.001006944,1.15741E-05,0,0,12,522.6,221.2,5,0,0,0,0,9.1,34.6,0.000104167,34.6,169.1,2.7,0.012858796,356.2,7,5,0,50.5,4.7,3,-3.3,0.6,0,0,101.7,4.6,3,0.124752475,16.92,54.02298851,22,7.907428032,0,9.970236289,0,10.37524713,5.650582291,23.11601846
Luke Zielinski,IDP,4,44431,ATT Midfielder,4.4,145.3,943.1,1060.3,3.4,6.6,42.9,48.2,0.2,0.1,0,0,0,0,1.9,0.6,1.9,0.2,7.8,3.2,0.015277778,3.47222E-05,9.25926E-05,11.4,1.9,0.005335648,0.008425926,0.001481481,0,0,0,19.5,599.2,324.3,0,0,0,0,0,12.3,42.8,0.000138889,42.8,201.8,10.9,0.012118056,399.7,11,12,0,47.6,4,2.7,-3.3,0.7,0,0,145.3,6.6,8,0.163865546,14.4,51.94805195,22,9.299330032,0,12.27087268,0,37.4265645,11.79935344,48.27008226
Henry Bernstein,Fitness IDP 1,4,44431,Midfielder,4.4,104.2,955.6,1012.5,15.1,21.4,196.4,208.1,1,0,3.8,23.3,13.8,5.78704E-05,32.1,2.1,8.9,0.2,11.2,31.8,0.00337963,4.62963E-05,1.15741E-05,20.6,2.3,0,0.000347222,0.002025463,0.000775463,0.000196759,0,0,37.2,473.5,331.6,108,5.2,18.6,113.2,28.8,156.4,0.000115741,43.2,419.2,12.3,0.000185185,13,5,4,1,3.5,7,3.4,-2.7,3.3,0.8,5.2,104.2,21.4,2,3.2,25.2,90.90909091,4.866666667,9.41775862,62.32917017,8.849334466,27.34076503,2.815502792,22.15050622,409.6326492
Jack Brown,Fitness IDP 1,4,44431,Midfielder,4.1,107.8,994.7,1091.5,14.2,22.1,204.4,224.3,1.2,0,6,35,11.8,6.94444E-05,37.5,0.9,2.5,0,18,19.3,0.00337963,5.78704E-05,3.47222E-05,24.6,3.8,0,0.001168981,0.00119213,0.000659722,0.0003125,2.31481E-05,0,183.4,353.2,287.5,156.8,13.7,29.3,170.5,33.7,182.6,4.62963E-05,12.1,49.3,0,0.000486111,59.2,5,5,1,8.8,7.1,4.4,-2.9,3.4,2,13.7,107.8,22.1,0,2.045454545,25.56,85.54216867,4.866666667,9.079319502,63.74736887,9.029853338,35.65486949,0,23.50228224,434.6312469
Matthew Routzahn,Fitness IDP 1,4,44431,Midfielder,4.3,114.2,923.9,988.7,14.7,23.5,189.8,203.2,0.9,0,3.6,21.8,13.6,6.94444E-05,34.7,3.1,12.9,0,13.7,28.3,0.00337963,4.62963E-05,1.15741E-05,16.9,1.7,0,0.000543981,0.001863426,0.000763889,0.000196759,0,0,66.5,434.1,317.1,106.1,0,17.5,106.1,32.6,168.9,0.000173611,62.8,86.3,0,0.000277778,23.6,5,5,0,5,6.8,3.7,-2.6,3.2,0,0,114.2,23.5,0,2.74,24.48,85,4.866666667,10.51456196,50.2973737,11.27337742,0,0,14.41706262,266.6169114
Jack Brown,Fitness IDP 2,5,44431,Midfielder,4.4,108,1028,1098.7,13.9,20.4,194.6,208,0.8,0,2.1,11.5,14.3,5.78704E-05,29.2,3.7,17.8,0,14.9,24.3,0.003668981,4.62963E-05,1.15741E-05,16.2,1.3,0.000115741,0.00068287,0.001840278,0.000868056,0.000127315,0,0.3,91.9,492.2,383.2,60.5,0,11.3,60.5,30.7,154.5,0.000219907,94,34.1,0,0.000462963,35,6,3,0,7.7,6,3.6,-2.4,3.2,0,0,108,20.4,0,1.935064935,21.6,72.28915663,5.283333333,9.383271788,24.59640189,9.046606313,0,0,8.605255999,146.5879571
Matthew Routzahn,Fitness IDP 2,5,44431,Midfielder,4.3,114.7,939.2,991.6,13.5,21.7,177.8,187.7,0.8,0,1.4,7.5,15,5.78704E-05,24.6,3.9,17,0,15,25.7,0.003668981,4.62963E-05,0.000115741,13.5,0.9,0.000104167,0.000659722,0.001875,0.000914352,8.10185E-05,0,0.1,85.8,436.1,377.4,39.8,0,7.5,39.8,28.3,129.7,0.000231481,90,11.4,0,0.000439815,32.3,5,5,0,7.4,5.9,3.2,-2.4,3,0,0,114.7,21.7,0,2.027027027,21.24,73.75,5.283333333,10.68868557,18.86744084,11.32273546,0,0,8.175772374,139.2718322
Jack Andrus,Queensboro,0,44429,Fullback,33.63673,698.00206,6955.28491,7758.02551,9.34354,11.63337,115.92142,129.30043,0.59333,0.18,0.60333,3.52717,3.23167,2.31481E-05,13.41083,2.245,9.88367,0.2,20.47333,13.905,0.041666667,0.000405093,0.000486111,57.96,60.11,0.002534722,0.022615741,0.013819444,0.002233796,0.000416667,0,5.3,2308.07996,3518.72003,910.45999,211.63,0,36.2,211.63,170.9,804.64998,0.001550926,593.01998,292,12,0.013611111,805.2,36,77,0,19.61167,6.5665,3.59322,-5.44178,1.93202,0,0,174.50051,11.63337,24,1.043936085,23.6394,83.12025316,60,70.04670833,48.62513049,64.53628031,0,50.02272727,46.64616928,69.96925392
Bajung Darboe,Queensboro,0,44429,ATT Midfielder,31.63179,659.2372,6518.79028,7293.98425,8.78661,10.98729,108.6465,121.5664,0.80333,0.21833,0.815,5.23133,3.14667,3.47222E-05,14.62967,2.195,9.39833,0.15,23.03167,10.38833,0.041666667,0.000555556,0.000891204,94.86,55.86,0.00431713,0.023402778,0.011168981,0.002175926,0.000416667,0.000138889,11.58,2464.78,2848.10004,880.43001,223.82,90.06,48.9,313.88,180.6,877.77999,0.001516204,563.89999,250,9,0.01443287,703.14999,48,75,4,20.785,7.9785,3.78608,-5.1325,1.81078,3.05,22.51245,164.8093,10.98729,21,1.108090931,28.7226,,60,,,,,,,
Devon Decorte,Queensboro,0,44429,Forward,37.76824,847.14551,8039.85803,8728.75061,10.49118,14.11909,133.99763,145.47918,0.18833,0.06,0.93833,5.64533,4.80333,3.47222E-05,17.173,2.615,11.52767,0.18333,17.57833,18.26833,0.041666667,0.000127315,0.000486111,47.14,28.25,0.002222222,0.017025463,0.018402778,0.003333333,0.000636574,1.15741E-05,4.56,1697.59,4631.41003,1367.73,331.07,7.65,56.3,338.72,213.2,1030.38001,0.001805556,691.66001,331,11,0.011712963,676.45,37,54,1,16.875,7.1495,3.43929,-4.92785,2.23329,1.1,7.65234,211.78638,14.11909,23,1.041678815,25.7382,89.36875,60,68.97622036,62.55905501,71.81459286,12.53397285,25.55555556,48.28787933,72.43181899
